"word","prob","noun_ratio"
"viscosity",0.918,0.982258064516129
"beans",0.102,0.888888888888889
"signature",0.846,0.991189427312775
"negation",0.118,1
"conduits",0.012,0.666666666666667
"borel",0.066,0.72
"lagranian",0.124,0
"homemade",0.484,0.590909090909091
"forward",0.646,0.264840182648402
"adjusting",0.06,0.0392156862745098
"astromaster",0.398,1
"nanotechnologies",0.466,1
"nutshell",0.556,0.912621359223301
"rejection",0.294,1
"antiferromagnet",0.52,0.916666666666667
"groove",0.298,0.892857142857143
"congruence",0.268,1
"engineering",0.792,1
"friedmann",0.6,0.238532110091743
"plugged",0.02,0
"explaining",0.31,0.0072992700729927
"fisher",0.138,0.5
"aggregated",0.052,0
"gedankenexperiment",0.622,1
"walecka",0.512,0.894736842105263
"ideality",0.486,1
"minors",0.224,1
"query",0.562,0.928571428571429
"disintegration",0.7,0.964285714285714
"desination",0.204,1
"granular",0.256,0
"donder",0.25,0
"implausible",0.07,0
"interpretations",0.776,1
"meditation",0.008,1
"lewin",0.53,0.641509433962264
"absorbsion",0.024,1
"choppy",0.1,0.166666666666667
"optics",0.746,0.975550122249389
"dimer",0.116,0.923076923076923
"warheads",0.318,1
"hardening",0.344,0.2
"crow",0.248,0.909090909090909
"cros",0.162,1
"crop",0.196,1
"speckle",0.316,0.666666666666667
"giving",0.122,0
"synergetic",0.118,0
"radioisotopes",0.498,1
"avalance",0.07,0.666666666666667
"peridynamics",0.194,1
"secant",0.004,0.857142857142857
"cmbr",0.784,0.826086956521739
"consistant",0.166,0.4
"stateful",0.046,0.5
"bachelor",0.54,0.972222222222222
"intercept",0.728,0.5
"respiration",0.324,1
"sword",0.268,1
"birthed",0,0
"named",0.214,0
"temeperature",0.144,1
"names",0.538,0.956204379562044
"oval",0.408,0.67741935483871
"decuplet",0.184,0.857142857142857
"windspeed",0.262,0.5
"dineutron",0.084,1
"ashamed",0.134,0.1
"poissons",0.584,1
"assumptions",0.71,0.981400437636761
"diverges",0.272,0.442857142857143
"ungrounded",0.174,0
"proportions",0.28,0.972222222222222
"reconstructed",0.274,0
"effectively",0.138,0
"lorentz",0.568,0.389516635279347
"afm",0.336,0.695652173913043
"fets",0.43,1
"regions",0.474,0.997835497835498
"buildings",0.718,0.9875
"frac",0.512,0.656159470271762
"specifications",0.608,1
"philosophy",0.828,0.990740740740741
"sip",0.076,0.833333333333333
"syndrome",0.368,0.538461538461538
"tethering",0.034,0
"collsions",0.08,1
"ignite",0.25,0.075
"meter",0.74,0.885644768856448
"tickling",0.074,0
"bunch",0.398,0.978723404255319
"resorting",0.032,0
"latitude",0.73,0.713235294117647
"duhamel",0.054,0.571428571428571
"runs",0.114,0.190789473684211
"dielectric",0.974,0.334412081984898
"mmhg",0.078,0.555555555555556
"airports",0.056,1
"avalable",0.01,0
"slipping",0.496,0.0498220640569395
"sneutrinos",0.184,1
"einstein",0.77,0.433174224343675
"resolvable",0.03,0
"programmes",0.06,0.75
"rep",0.404,0.950413223140496
"rev",0.216,0.742857142857143
"emw",0.29,0.666666666666667
"wholly",0.072,0
"asymmetries",0.312,1
"rem",0.14,0.6
"electronics",0.856,0.980952380952381
"ref",0.248,0.76555023923445
"red",0.6,0.00253036437246964
"gears",0.762,0.979381443298969
"paramagnet",0.79,0.947368421052632
"rung",0.074,0.916666666666667
"argumentation",0.22,1
"retrieved",0.02,0
"likelihood",0.42,0.958333333333333
"deprived",0.004,0
"arbitray",0,0
"retain",0.18,0.0434782608695652
"plastics",0.132,1
"supperlattices",0.126,1
"monkey",0.67,0.822222222222222
"ripples",0.668,0.938053097345133
"realistically",0.134,0.0238095238095238
"regurgitate",0.136,0
"messing",0.142,0.0363636363636364
"environmental",0.122,0
"unfurling",0.106,0
"theorie",0.214,0.8
"slack",0.06,0.5625
"shrapnel",0.076,0.818181818181818
"pointers",0.376,1
"colide",0.054,0.625
"dielectic",0.014,0
"wakes",0.15,0.692307692307692
"comfortable",0.102,0
"tide",0.832,0.847826086956522
"ppbm",0.148,0.75
"extremal",0.644,0.0891089108910891
"ladenburg",0.16,0.7
"billiards",0.276,0.954545454545455
"gravity",0.908,0.970135848209274
"accelration",0.182,1
"ppbv",0.164,1
"diamagnetism",0.8,0.972972972972973
"useful",0.158,0.000852514919011083
"eight",0.152,0
"richtmyer",0.42,1
"courseware",0.338,0.833333333333333
"absurd",0.07,0.117647058823529
"zfc",0.258,0.7
"charles",0.398,0.875
"coloring",0.41,0.142857142857143
"hydroelectric",0.188,0
"bivalence",0.052,1
"anthropic",0.738,0.661538461538462
"ambiguity",0.744,0.991304347826087
"equilibrium",0.918,0.913970588235294
"timing",0.216,0.7
"collisional",0.39,0.0769230769230769
"polariton",0.074,1
"areas",0.638,1
"whilst",0.346,0.523316062176166
"encounters",0.178,0.354838709677419
"eyebrow",0.082,1
"wormholes",0.976,0.932885906040268
"dpss",0.268,0.75
"untrue",0.052,0.0625
"farthest",0.13,0.0273972602739726
"national",0.072,0
"hilbert",0.622,0.276954177897574
"exploited",0.08,0
"gravitomagnetic",0.268,0
"laureate",0.174,0.909090909090909
"solvents",0.1,1
"tensorial",0.28,0.0277777777777778
"implementing",0.34,0
"optional",0.13,0
"tensors",0.686,0.996116504854369
"legit",0.18,0.0909090909090909
"photoionisation",0.074,1
"instant",0.812,0.621184919210054
"freely",0.128,0
"attributed",0.06,0
"fulfilled",0.072,0
"attributes",0.172,0.743589743589744
"passing",0.336,0.250790305584826
"pouring",0.498,0.0704225352112676
"piecewise",0.362,0.630434782608696
"muddy",0.16,0.111111111111111
"oomph",0.036,0.5
"indicators",0.124,1
"arises",0.204,0.321041214750542
"reasonings",0.284,1
"airplanes",0.546,0.898305084745763
"essentially",0.138,0
"arised",0.01,0
"axle",0.61,0.847457627118644
"atmospheric",0.352,0.00592592592592593
"value",0.558,1
"permeate",0.076,0.333333333333333
"intuitionistic",0.092,0
"portray",0.208,0.142857142857143
"indistinguishable",0.358,0.00881057268722467
"shuttle",0.824,0.813953488372093
"cjt",0.078,0.5
"supercharge",0.454,1
"cubic",0.286,0.0634441087613293
"specificly",0.218,0.545454545454545
"flew",0.108,0.102564102564103
"supercharges",0.494,0.954545454545455
"center",0.766,0.986282578875171
"weapon",0.844,0.909090909090909
"undoped",0.11,0
"latest",0.094,0
"dissolved",0.196,0
"coaster",0.584,1
"isoelectronic",0.048,0
"underlying",0.22,0.010230179028133
"surpass",0.066,0.117647058823529
"seats",0.142,0.958333333333333
"protecting",0.152,0.0454545454545455
"worldlines",0.488,1
"saturns",0.426,0.5
"passively",0.23,0
"cybernetic",0.028,0
"bench",0.216,0.791666666666667
"tests",0.466,0.94475138121547
"insert",0.064,0.0629370629370629
"incompletely",0.002,0
"porous",0.226,0
"darcy",0.726,0.605263157894737
"methuselah",0.17,0.857142857142857
"ultrasounds",0.14,1
"imprints",0.006,1
"eletromagnetism",0.424,1
"ccnot",0.178,1
"esu",0.306,0.571428571428571
"esr",0.212,0.384615384615385
"esp",0.202,0.578947368421053
"dunes",0.342,1
"students",0.598,1
"esd",0.122,0.833333333333333
"tmi",0.344,0.857142857142857
"sdss",0.634,0.84
"panes",0.056,0.916666666666667
"slight",0.042,0.0310880829015544
"simplex",0.344,0.384615384615385
"mgcos",0.058,0.851851851851852
"snapped",0.014,0
"tautological",0.11,0
"periodically",0.124,0
"panel",0.704,1
"flake",0.238,0.818181818181818
"unidirectional",0.25,0
"eventualy",0.016,0.5
"dataset",0.31,0.952380952380952
"tackle",0.068,0.03125
"doesnt",0.312,0.368421052631579
"bosonic",0.692,0.15
"diagonalisation",0.54,1
"cylinderical",0.05,0
"bur",0,1
"bus",0.568,0.955223880597015
"bug",0.562,0.938775510204082
"partially",0.148,0
"misty",0.048,0.333333333333333
"wise",0.236,0.820143884892086
"wish",0.164,0.0678851174934726
"variations",0.762,0.996784565916399
"minutes",0.64,1
"penetrating",0.272,0.0384615384615385
"balmer",0.676,0.75
"redder",0.096,0.421052631578947
"virtual",0.606,0.00428816466552316
"snorkeling",0.282,0
"droplets",0.586,0.973262032085562
"granite",0.268,0.368421052631579
"hydrofoil",0.426,0.9375
"bundle",0.716,0.799319727891156
"superqubits",0.128,0.5
"seismic",0.564,0
"baker",0.374,1
"pupil",0.298,0.847826086956522
"baked",0.038,0
"augmented",0.084,0
"hats",0.234,0.875
"luminosities",0.416,1
"implants",0.18,1
"trolley",0.512,0.976744186046512
"ventilate",0.008,0
"redrawing",0.02,0
"divergent",0.808,0.385826771653543
"every",0.278,0
"confetti",0.004,1
"supports",0.472,0.469565217391304
"degeneracy",0.906,0.97286012526096
"intermittency",0.456,0.909090909090909
"estimates",0.512,0.903225806451613
"street",0.742,0.991071428571429
"obstructions",0.246,1
"estimated",0.154,0
"shining",0.32,0.0285714285714286
"proceses",0.01,0.666666666666667
"specification",0.246,1
"conduct",0.478,0.290322580645161
"hundreds",0.12,1
"ionization",0.776,0.975609756097561
"asymmetry",0.876,0.969387755102041
"path",0.88,0.900246913580247
"aequilibrii",0.052,0.5
"ducting",0.02,0.5
"electrolysis",0.796,0.954545454545455
"generaly",0.034,0.75
"mantis",0.172,0.833333333333333
"dative",0.092,0
"spacetime",0.894,0.733352305065452
"visibly",0.038,0
"feelings",0.17,1
"visible",0.38,0.00809061488673139
"discrepancies",0.336,1
"breathe",0.248,0.0769230769230769
"breaths",0.042,1
"shoot",0.286,0.139303482587065
"sucrose",0.182,0.444444444444444
"dither",0.074,0.6
"mnemonic",0.296,0.909090909090909
"loosen",0.116,0.2
"ewsb",0.234,0.875
"generically",0.098,0
"orion",0.572,0.962962962962963
"end",0.712,0.860412887622009
"astronomers",0.704,0.975409836065574
"charging",0.792,0.135514018691589
"bphz",0.388,0.666666666666667
"mess",0.142,0.712962962962963
"mesh",0.432,0.643410852713178
"sparkles",0.006,0
"nagasaki",0.088,1
"spout",0.522,1
"bootstrap",0.392,0.961538461538462
"gluino",0.196,1
"curent",0.16,1
"algorithms",0.822,0.870229007633588
"enter",0.308,0.168478260869565
"baumgartner",0.636,0.8
"using",0.342,0
"thesis",0.662,0.967320261437909
"bottleneck",0.312,0.909090909090909
"tipler",0.182,1
"expectations",0.382,1
"exhibits",0.13,0.255555555555556
"comprehend",0.08,0.0229885057471264
"neutrinian",0.008,0
"fade",0.096,0.0952380952380952
"whips",0.356,1
"sault",0.018,1
"freefalling",0.232,0.363636363636364
"lenth",0.016,0.2
"linbald",0.028,0.333333333333333
"pinkish",0.002,0
"filling",0.62,0.177570093457944
"victory",0.046,1
"hank",0.048,1
"magnets",0.896,0.981132075471698
"combining",0.268,0.0478260869565217
"superheavy",0.178,0.125
"thermo",0.76,0.557692307692308
"nonexistence",0.096,1
"stringed",0.006,0
"god",0.306,0.617977528089888
"dewitt",0.216,0.684210526315789
"washed",0.04,0
"interpretated",0.076,0
"millennium",0.166,1
"got",0.08,0.00235136042996305
"washer",0.462,0.793103448275862
"duct",0.752,1
"dilatations",0.386,1
"streamline",0.806,0.927272727272727
"damper",0.854,1
"acrobat",0.092,1
"degeneracies",0.608,0.943396226415094
"fundemental",0.108,0
"already",0.056,0
"coding",0.468,0.26530612244898
"ballistic",0.576,0
"deorbit",0.042,0
"preheating",0.2,0.125
"ceiling",0.504,1
"servo",0.426,0.909090909090909
"moderators",0.502,0.933333333333333
"tool",0.588,0.98326359832636
"brushes",0.032,1
"serve",0.226,0.240601503759398
"took",0.078,0
"onshore",0.01,0.666666666666667
"compressor",0.674,1
"western",0.048,0
"tunable",0.578,0.0344827586206897
"fashion",0.134,1
"torque",0.98,0.905482041587902
"talking",0.17,0
"leafs",0.162,0.666666666666667
"regulate",0.034,0.0416666666666667
"lbm",0.33,0.6
"elegance",0.33,1
"oriented",0.086,0
"effectiveness",0.584,0.975
"superdeterministic",0.066,0
"parallaxes",0.288,0.875
"rumble",0.024,0.666666666666667
"abc",0.214,0.745762711864407
"coin",0.93,0.942105263157895
"treats",0.076,0.275
"flow",0.92,0.743510359609431
"random",0.868,0.408852213053263
"obliquity",0.166,1
"substituting",0.214,0.028169014084507
"kessler",0.13,0.8
"explaning",0.056,0
"geodesics",0.78,0.993846153846154
"newton",0.832,0.42263986013986
"sunglasses",0.738,1
"countries",0.514,1
"througout",0.014,0
"shots",0.172,1
"farther",0.13,0.134199134199134
"flowrates",0.034,1
"polarised",0.48,0
"resist",0.11,0.164948453608247
"hourglass",0.822,0.979166666666667
"capacity",0.748,1
"tensor",0.946,0.926696618585954
"propulsion",0.808,0.993589743589744
"colloids",0.21,1
"luminescent",0.182,1
"deceptively",0.052,0
"handwritten",0.212,0.333333333333333
"confusion",0.7,0.995863495346432
"volumetric",0.506,0.0839160839160839
"boss",0.306,0.952380952380952
"interation",0.158,1
"aquarium",0.636,0.933333333333333
"censorship",0.596,1
"contamination",0.4,1
"bose",0.736,0.211401425178147
"surfer",0.002,1
"puddles",0.06,1
"protect",0.234,0.0792079207920792
"lensed",0.172,0
"ggg",0.052,0.6
"nilpotent",0.174,0.272727272727273
"merging",0.834,0.253333333333333
"layered",0.218,0
"gga",0.16,1
"monograph",0.416,0.875
"kwh",0.218,0.735294117647059
"viruses",0.116,1
"towels",0.008,1
"testable",0.192,0
"solenoids",0.372,0.948717948717949
"experment",0.428,1
"ropes",0.584,0.896551724137931
"beem",0.196,0.666666666666667
"beer",0.68,1
"linemen",0.048,1
"uncommon",0.098,0.0666666666666667
"reddening",0.124,0.333333333333333
"celestials",0.06,1
"lesser",0.026,0.0225988700564972
"biconvex",0.538,0.916666666666667
"defocused",0.104,0
"cyclones",0.126,0.833333333333333
"graphene",0.948,0.824152542372881
"ramifications",0.212,0.9
"lcr",0.522,0.91304347826087
"containing",0.168,0.032258064516129
"recursion",0.422,1
"complex",0.466,0.0286425902864259
"several",0.194,0
"doesnot",0.004,0
"monotonic",0.112,0.0454545454545455
"constricting",0.03,0
"forceful",0.1,0.111111111111111
"greatest",0.112,0
"mirages",0.298,0.9
"afocal",0.106,0
"rebco",0.036,0.5
"interprete",0.09,0
"greatly",0.1,0
"technological",0.084,0
"humanity",0.55,0.888888888888889
"cramer",0.288,0.789473684210526
"anglar",0.002,0
"apart",0.554,0.0847315436241611
"specific",0.206,0.0381791483113069
"mosquito",0.684,0.878787878787879
"overtone",0.348,0.958333333333333
"bbgky",0.668,0.888888888888889
"meters",0.398,0.997849462365591
"escape",0.85,0.456175298804781
"precautions",0.466,1
"insufficient",0.338,0.166666666666667
"extinction",0.534,1
"dieletric",0.7,0.666666666666667
"antimatter",0.968,0.814814814814815
"ice",0.954,0.919719407638348
"icy",0.172,1
"christmas",0.55,0.823529411764706
"cord",0.756,0.983333333333333
"core",0.814,0.956435643564356
"corn",0.204,1
"cork",0.404,1
"spactime",0.134,0.333333333333333
"scrodinger",0.038,0.666666666666667
"wht",0.006,0.333333333333333
"limitation",0.552,1
"collectivity",0.138,1
"nonvanishing",0.196,0.25
"misleading",0.156,0.0277777777777778
"primitive",0.406,0.105882352941176
"wattage",0.478,0.926829268292683
"rely",0.076,0.00617283950617284
"categorization",0.236,1
"qec",0.246,0.8
"medium",0.904,0.986064659977703
"mesosphere",0.246,0.571428571428571
"electromigration",0.204,0.8
"heat",0.936,0.863802559414991
"hear",0.244,0.00771604938271605
"compositional",0.048,0
"achieving",0.082,0
"blazars",0.142,1
"simulations",0.834,0.982935153583618
"eiffel",0.202,1
"interferometric",0.29,0.1
"parities",0.278,1
"bullet",0.954,0.967377666248432
"withhold",0.254,0.2
"plasmon",0.864,0.596153846153846
"backward",0.67,0.366666666666667
"dimentional",0.164,0
"equalities",0.284,1
"varying",0.38,0.0629470672389127
"upsilon",0.29,0.435897435897436
"ventilator",0.314,1
"recharge",0.138,0.333333333333333
"betatron",0.248,1
"advantage",0.668,0.983673469387755
"antiferromagnetism",0.524,0.777777777777778
"none",0.444,0.968692449355433
"sloppy",0.032,0
"refractive",0.524,0.0338266384778013
"partitions",0.306,0.941176470588235
"beating",0.588,0.454545454545455
"sedimentary",0.14,0
"pspace",0.402,0.8
"spent",0.206,0.1
"pmt",0.23,0.909090909090909
"pmu",0.214,1
"diagrams",0.742,0.910946196660482
"voyagers",0.338,1
"pmc",0.102,0.5
"bake",0.098,0.166666666666667
"substitute",0.396,0.27027027027027
"spectral",0.456,0.00515463917525773
"agrees",0.046,0.0594059405940594
"spectras",0.092,1
"hairs",0.112,0.909090909090909
"dissipates",0.202,0.175
"piezoelectricity",0.794,1
"groups",0.618,1
"dissipated",0.198,0
"unidentified",0.016,0
"sobolev",0.112,0.5
"masslessness",0.404,1
"pseudoscience",0.29,0.9
"gravitions",0.096,1
"weird",0.302,0.146726862302483
"pmssm",0.096,0.5
"lowers",0.078,0.363636363636364
"uncertinity",0.02,0.666666666666667
"msv",0.052,0.777777777777778
"mss",0.23,0.5
"msr",0.214,0.25
"stored",0.3,0.00148588410104012
"msl",0.306,0.625
"criteria",0.64,0.986754966887417
"chocolate",0.864,0.854545454545454
"misreading",0.122,0.285714285714286
"fuction",0.366,1
"visualisations",0.46,1
"toroids",0.124,1
"aircrafts",0.262,0.875
"dropper",0.18,0.5
"accepts",0.026,0.142857142857143
"stroke",0.426,0.744186046511628
"dropped",0.11,0.00717703349282297
"abrikosov",0.098,0.6
"hydrogen",0.94,0.957614588467225
"requirements",0.76,1
"speaks",0.05,0.32
"flavored",0.01,0
"irrational",0.222,0.0196078431372549
"compressing",0.378,0.0563380281690141
"annealing",0.752,0.25
"glancing",0.196,0.25
"gerard",0.172,0.6
"superscript",0.482,0.928571428571429
"stargazing",0.104,0
"apex",0.248,0.8
"cutted",0.018,0
"rarefaction",0.44,1
"coordinates",0.792,0.920125566794559
"static",0.546,0.0033955857385399
"coordinated",0.202,0
"meridian",0.296,0.483870967741935
"femto",0.024,0.294117647058824
"equality",0.504,0.994082840236686
"opera",0.698,0.846153846153846
"possibilities",0.616,0.996402877697842
"realism",0.904,0.989690721649485
"subranges",0.044,1
"weighted",0.21,0
"approximates",0.07,0.0571428571428571
"gaps",0.346,0.982035928143713
"begun",0.116,0
"approximated",0.094,0
"adequately",0.104,0
"sustains",0.21,0.230769230769231
"coincidentally",0.122,0
"casimirs",0.258,1
"attracted",0.18,0
"canoncial",0.088,0.25
"reformulation",0.524,1
"theory",0.776,0.955960884943477
"isotope",0.99,0.934673366834171
"theorm",0.024,0.5
"counterforce",0.384,1
"impose",0.06,0.0194552529182879
"supergun",0.03,1
"origin",0.596,0.936827956989247
"halbach",0.258,1
"jskycat",0.092,1
"quasiparticle",0.866,0.971014492753623
"simplified",0.216,0
"millions",0.136,1
"surveys",0.346,0.958333333333333
"unruh",0.528,0
"underdoped",0.078,0
"hue",0.068,0.823529411764706
"hug",0.066,0.333333333333333
"hub",0.302,0.96
"hum",0.17,0.7
"module",0.636,0.935185185185185
"circulates",0.244,0.214285714285714
"holder",0.264,0.970588235294118
"intrinsically",0.098,0
"require",0.27,0.0841121495327103
"sech",0.148,0.735294117647059
"ang",0.2,0.5
"prl",0.194,0.640625
"eats",0.13,0.130434782608696
"ant",0.744,0.657142857142857
"mater",0.062,0.857142857142857
"ans",0.266,0.673913043478261
"comsol",0.168,0.828571428571429
"potentional",0.18,0.2
"paulis",0.46,0.75
"emphasis",0.21,0.950617283950617
"timelike",0.692,0.497641509433962
"thermometer",0.838,0.982248520710059
"becoming",0.11,0
"converse",0.434,0.904109589041096
"replicas",0.116,0.875
"falls",0.344,0.116368286445013
"freshman",0.516,0.519230769230769
"vibrancy",0.038,1
"considered",0.11,0
"dodecahedron",0.082,1
"recipe",0.266,1
"sailboats",0.278,1
"boyle",0.27,0.24390243902439
"centrally",0.068,0
"narrows",0.104,0.0625
"bolometer",0.196,1
"closure",0.254,0.976190476190476
"regarding",0.196,0.00411522633744856
"mapped",0.086,0
"reveals",0.04,0.634146341463415
"violated",0.194,0
"simmering",0.076,0
"asperity",0.052,1
"radation",0.182,1
"fails",0.22,0.248704663212435
"commutation",0.816,0.983240223463687
"uniformizes",0.008,0
"receivers",0.17,1
"propagation",0.804,0.997593261131167
"color",0.878,0.955096222380613
"poly",0.108,0.4
"sampling",0.502,0.287128712871287
"pole",0.968,0.783950617283951
"werner",0.148,0.909090909090909
"colon",0.278,1
"mris",0.31,0.5
"guesses",0.296,0.862068965517241
"pov",0.248,0.76
"late",0.384,0
"hardly",0.066,0
"kaon",0.808,0.780487804878049
"shaft",0.79,0.966850828729282
"hughes",0.304,0.888888888888889
"josephson",0.724,1
"nothingness",0.29,0.666666666666667
"arnold",0.168,0.175675675675676
"incidented",0.024,0
"tunneling",0.84,0.333333333333333
"good",0.186,0.00370159453302961
"helmet",0.464,0.875
"seeking",0.224,0
"coarsely",0.016,0
"shifts",0.248,0.753164556962025
"runge",0.132,0.961538461538462
"events",0.638,1
"retrograde",0.676,0.375
"devoid",0.096,0.685714285714286
"changing",0.468,0.024390243902439
"modes",0.882,0.949661181026138
"termination",0.34,1
"model",0.872,0.880516170144974
"guided",0.148,0
"enegy",0.036,1
"differentiation",0.878,0.984615384615385
"guides",0.25,0.769230769230769
"heuristic",0.3,0.0338983050847458
"overlapped",0.076,0
"parametrization",0.53,0.987951807228916
"hyperons",0.058,1
"decompression",0.706,1
"etiquette",0.246,1
"easily",0.07,0
"predetermined",0.064,0
"coaxial",0.624,0.12037037037037
"supergravities",0.42,1
"standstill",0.356,0.4
"diagonalise",0.196,0.2
"cooper",0.828,0.551724137931034
"coords",0.202,1
"goldilocks",0.2,0.75
"reversers",0.064,1
"veracity",0.206,1
"pacific",0.326,0.538461538461538
"provided",0.192,0
"colloidal",0.212,0.230769230769231
"habits",0.05,1
"fictive",0.016,0
"provides",0.086,0
"provider",0.036,1
"spekkens",0.22,1
"communicate",0.326,0.11965811965812
"anticlockwise",0.398,0.491803278688525
"mutually",0.252,0
"amber",0.31,0.466666666666667
"communication",0.822,0.992125984251969
"everyone",0.446,1
"fizeau",0.48,0.588235294117647
"nongeodesic",0.124,0
"magnetoresistive",0.152,0
"normalised",0.142,0
"strictly",0.14,0
"equates",0.068,0.114285714285714
"hazards",0.108,1
"detectably",0.01,0
"strict",0.048,0.0140845070422535
"equated",0.014,0
"linalg",0.086,0.75
"smolin",0.382,0.75
"applying",0.24,0.00587659157688541
"multiplicity",0.746,1
"godel",0.2,0.727272727272727
"strongly",0.178,0
"rvb",0.686,0.928571428571429
"taylor",0.318,0.735
"cbr",0.354,0.571428571428571
"asynchronous",0.07,0
"harvest",0.284,0.108108108108108
"idiot",0.162,0.791666666666667
"oneself",0.018,0
"superconductivity",0.846,0.964601769911504
"includes",0.092,0
"nonstandard",0.038,0
"flower",0.168,0.846153846153846
"nucleus",0.834,0.778682959945689
"included",0.112,0.0022883295194508
"prongs",0.29,1
"bilateral",0.292,0
"odds",0.132,0.984848484848485
"curve",0.828,0.904015056461732
"miku",0.06,1
"curvy",0.186,0.3
"projected",0.198,0
"scalar",0.8,0.138584974471189
"follow",0.378,0.0560224089635854
"voids",0.188,1
"polarity",0.868,0.992481203007519
"subjected",0.034,0
"removal",0.482,0.972972972972973
"program",0.622,1
"integration",0.826,0.998080614203455
"presentation",0.478,0.992424242424242
"belonging",0.138,0.315789473684211
"woman",0.462,1
"worse",0.1,0.0425531914893617
"equivocal",0.038,0
"induce",0.284,0.0860215053763441
"worst",0.028,0
"bubbles",0.852,0.951406649616368
"caesium",0.306,0.976190476190476
"grandfather",0.804,0.878787878787879
"trench",0.252,0.8
"manipulations",0.312,0.985074626865672
"tei",0.3,1
"tem",0.764,0.934210526315789
"ten",0.148,0.0955056179775281
"tea",0.902,0.893617021276596
"komar",0.642,0.727272727272727
"ted",0.288,0
"teg",0.364,1
"tex",0.352,0.846153846153846
"rate",0.79,1
"design",0.844,0.742902208201893
"irreducibility",0.336,1
"tev",0.782,0.598540145985402
"gunn",0.366,1
"nonlinear",0.556,0.0140845070422535
"deeply",0.11,0.16
"modo",0.064,1
"guns",0.574,0.911111111111111
"pulsing",0.11,0.272727272727273
"andrews",0.078,1
"directions",0.638,0.99708242159008
"increments",0.19,0.964285714285714
"kettlebell",0.046,1
"options",0.414,1
"sticking",0.276,0.108108108108108
"axions",0.424,0.909090909090909
"decompactification",0.33,0.666666666666667
"screens",0.698,0.945454545454545
"texts",0.392,0.794561933534743
"viscoelastic",0.404,0
"compensate",0.116,0.0813008130081301
"qcd",0.804,0.701030927835051
"qcl",0.162,1
"thus",0.156,0
"porphine",0.036,1
"pseudospin",0.452,0.9
"quantized",0.33,0.00190114068441065
"equation",0.898,0.993284383954155
"phenomenons",0.388,1
"cosmological",0.606,0.0139949109414758
"ojima",0.038,0.285714285714286
"niagara",0.646,0.923076923076923
"arise",0.388,0.254545454545455
"coulombs",0.778,0.656716417910448
"airplane",0.92,0.956349206349206
"breaking",0.834,0.334305150631681
"devation",0.012,1
"emulate",0.058,0
"dissolving",0.664,0.111111111111111
"ricochet",0.112,0.666666666666667
"dipolariton",0.384,0.625
"september",0.324,0.7
"mission",0.71,1
"dichotomous",0.016,0
"nrqcd",0.062,0.5
"concentric",0.23,0.121621621621622
"glide",0.232,0.466666666666667
"acoustical",0.25,0
"might",0.14,0
"incompleteness",0.62,0.966666666666667
"units",0.782,1
"flammable",0.392,0
"smoothness",0.812,0.902439024390244
"bigger",0.202,0
"polarizable",0.166,0
"gamow",0.834,0.774193548387097
"inequality",0.786,0.991329479768786
"letting",0.164,0.0273224043715847
"inherent",0.192,0.111111111111111
"hammering",0.242,0.375
"formulate",0.136,0.0232558139534884
"scratching",0.296,0.0909090909090909
"braided",0.128,0
"presenter",0.258,1
"parametrizing",0.112,0
"health",0.336,1
"visors",0.022,1
"aligned",0.068,0
"solvent",0.468,0.614285714285714
"koopmans",0.022,1
"experimenting",0.188,0.0222222222222222
"electrostatically",0.138,0
"teach",0.304,0.0979020979020979
"generate",0.444,0.108165429480382
"thrown",0.218,0.103448275862069
"trasversal",0.09,1
"isospin",0.922,0.795121951219512
"circuit",0.888,0.995952906548933
"gamma",0.734,0.818835900747164
"throws",0.032,0.0705882352941176
"linking",0.37,0.0816326530612245
"resnick",0.502,0.632075471698113
"defects",0.794,0.979166666666667
"blank",0.134,0.439024390243902
"verifiable",0.11,0
"temperature",0.928,0.969916019985117
"rails",0.322,0.85
"collar",0.29,0.666666666666667
"swarm",0.016,1
"statement",0.556,1
"travels",0.244,0.522024367385192
"peierls",0.428,0.666666666666667
"outstanding",0.076,0
"strengthen",0.022,0
"electrochemical",0.502,0.0294117647058824
"quasars",0.906,0.85
"hexagonal",0.556,0.0392156862745098
"judah",0.016,1
"interferes",0.136,0.296296296296296
"eft",0.69,0.666666666666667
"empirically",0.252,0
"antiquarks",0.308,0.896551724137931
"efe",0.648,0.65625
"bands",0.762,0.916905444126075
"radioisotope",0.558,1
"measures",0.346,0.418867924528302
"selector",0.38,1
"measured",0.3,0.00113421550094518
"appear",0.236,0.0451263537906137
"mineral",0.348,0.346153846153846
"parafermion",0.252,1
"stones",0.402,1
"asphalt",0.198,0.821428571428571
"radiational",0.022,0
"magnons",0.302,1
"computability",0.356,1
"crystalographic",0.046,0
"bfj",0.142,1
"sharing",0.124,0.206896551724138
"bfr",0.308,0.666666666666667
"transcendental",0.244,0.108108108108108
"irreproducible",0.084,0
"windings",0.222,1
"clarifying",0.264,0.1
"furnaces",0.168,1
"freedman",0.27,0.4
"overclocking",0.206,0
"marinas",0.014,1
"sustainable",0.064,0.1
"signify",0.394,0.296296296296296
"injecting",0.054,0
"physcis",0.004,1
"orbiting",0.482,0.0545171339563863
"spectrophotometer",0.542,0.909090909090909
"cancelling",0.56,0.0923076923076923
"korea",0.09,0.571428571428571
"recently",0.376,0
"rarer",0.106,0.708333333333333
"brilliouin",0.028,1
"objective",0.664,0.328358208955224
"kirsch",0.024,1
"reasons",0.39,1
"mechenics",0.17,1
